date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:22	4583/4583	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Aug%202018%2005:05:26%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/responsive.css	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/css/responsive.css	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:22	3817/3817	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:05:51%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/logo.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/logo.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:22	35549/35549	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:15%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/index-2.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/index-2.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:22	40650/40650	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:15%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/index-slider.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/index-slider.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:23	38287/38287	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:16%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/index-slider2.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/index-slider2.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:23	15743/15743	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:12%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/about.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/about.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:23	17539/17539	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:18%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/service.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/service.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:23	23203/23203	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:14%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/blog.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/blog.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:24	23952/23952	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:12%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/blog-single.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/blog-single.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:24	10851/10851	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20Aug%202018%2005:05:13%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/contact.html	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/contact.html	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:24	32764/32764	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:28%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/accom-2.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/accom-2.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:24	36080/36080	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:29%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/accom-3.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/accom-3.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:24	51168/51168	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:27%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/about-img.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/about-img.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:25	37789/37789	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:06:27%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/about_image.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/about_image.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:25	17136/17136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:04%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/img-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/img-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:25	32764/32764	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:44%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-2.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-2.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:25	36080/36080	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:44%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-3.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-3.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:25	52309/52309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:46%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-4.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/accom-4.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:26	4162/4162	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:07:01%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client1.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client1.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:26	5159/5159	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:07:01%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client2.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client2.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:26	5723/5723	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:07:02%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client3.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client3.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:26	7739/7739	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:07:02%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client4.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/clients/client4.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:27	3654/3654	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:05:51%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/logo-w.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/logo-w.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:27	97162/97162	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:05:57%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/js/jquery.min.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/js/jquery.min.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:27	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:06:23%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/bootstrap/js/popper.min.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/bootstrap/js/popper.min.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:27	48944/48944	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:06:20%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/bootstrap/js/bootstrap.min.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:27	12446/12446	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:05:55%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/js/aos.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/js/aos.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:28	5564/5564	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:05:56%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/js/jquery.easing.min.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/js/jquery.easing.min.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:28	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:05:58%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/js/owl.carousel.min.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:28	2608/2608	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Aug%202018%2005:05:55%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/js/custom.js	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/js/custom.js	(from https://themeturn.com/tf-db/promotal-intro/promotal/index.html)
18:04:29	1018784/1018784	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2011%20Aug%202018%2005:05:43%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont.eot?v=1.0.0-beta	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont7858.eot	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/icofont.css)
18:04:29	1018620/1018620	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2011%20Aug%202018%2005:05:47%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont.ttf?v=1.0.0-beta	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont7858.ttf	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/icofont.css)
18:04:30	4197863/4197863	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2011%20Aug%202018%2005:05:46%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont.svg?v=1.0.0-beta	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont7858.svg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/icofont.css)
18:04:31	629908/629908	---M--	200	added ('OK')	font/woff	date:Sat,%2011%20Aug%202018%2005:05:49%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont.woff?v=1.0.0-beta	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/icofont7858.woff	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/icofont.css)
18:04:31	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:31%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5.eot?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.eot	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Dec%202022%2011:04:32%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets//fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfontd41dd41d.eot	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:32	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:33%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfontd41d.eot	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfontd41d.eot	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Dec%202022%2011:04:33%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets//fonts/fontawesome-webfonte0a5.woff2?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.woff2	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:33	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:34%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5.woff2?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.woff2	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:34	71508/71508	---M--	200	added ('OK')	font/woff	date:Sat,%2011%20Aug%202018%2005:05:35%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/fontawesome-webfonte0a5.woff?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/fonts/fontawesome-webfonte0a5e0a5.woff	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Dec%202022%2011:04:35%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets//fonts/fontawesome-webfonte0a5.ttf?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.ttf	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:35	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:35%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5.ttf?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.ttf	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2009%20Dec%202022%2011:04:35%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets//fonts/fontawesome-webfonte0a5.svg?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.svg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:36	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:36%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5.svg?v=4.3.0	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/assets/fonts/fontawesome-webfonte0a5e0a5.svg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/font-awesome.css)
18:04:36	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:37%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/owl.video.play.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/css/owl.video.play.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/owl.carousel.min.css)
18:04:37	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:37%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/img/banner/bg-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/img/banner/bg-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:38	61437/61437	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2011:04:38%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/img/banner/bg-3.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/img/banner/bg-3.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:38	279030/279030	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:26%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/bg-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/bg-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:39	270743/270743	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:26%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/8.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/8.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:39	2418586/2418586	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:32%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-3.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-3.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:40	118537/118537	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:06:36%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/story-about.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/story-about.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index-slider.html)
18:04:40	279030/279030	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:28%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-2.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-2.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:40	1036964/1036964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:29%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/slider/slider-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/assets/css/style.css)
18:04:40	48175/48175	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Aug%202018%2005:06:33%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/object2.png	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/about/object2.png	(from https://themeturn.com/tf-db/promotal-intro/promotal/index-slider.html)
18:04:40	17136/17136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:47%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:41	66611/66611	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:47%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-2.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-2.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:41	99584/99584	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:48%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-3.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/blog-3.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:41	159947/159947	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:54%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-4.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-4.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:41	181033/181033	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:55%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-5.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-5.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:41	105277/105277	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:06:56%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-6.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/blog/inner-6.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
18:04:42	8867/8867	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Aug%202018%2005:07:36%20GMT	https://themeturn.com/tf-db/promotal-intro/promotal/assets/images/tweet/tweet-1.jpg	C:/My%20Web%20Sites/myweb/themeturn.com/tf-db/promotal-intro/promotal/assets/images/tweet/tweet-1.jpg	(from https://themeturn.com/tf-db/promotal-intro/promotal/blog.html)
